run_id,optimizer,seed,assigned_demands,fuel_decisions,speed_decisions,shore_power_decisions
QPSO_seed_1016,QPSO,1016,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 20.784543809791753, 'CPS_Triton': 15.679833967726973, 'OSS_Ceto': 11.679656402315924}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
QPSO_seed_1017,QPSO,1017,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 19.161984619530703, 'CPS_Triton': 17.965293998196895, 'OSS_Ceto': 12.379623392375038}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1018,QPSO,1018,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.245671149022282, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.629060314401348}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1019,QPSO,1019,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 21.121752578275682, 'CPS_Triton': 15.707348483135586, 'OSS_Ceto': 11.634136803922342}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1020,QPSO,1020,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.15611859745034, 'CPS_Triton': 15.949766531028388, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
QPSO_seed_1021,QPSO,1021,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 14.354408742134655, 'CPS_Triton': 11.545968153628358, 'OSS_Ceto': 4.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1022,QPSO,1022,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.1430603087326, 'CPS_Triton': 8.71897806293553, 'OSS_Ceto': 12.344398595181657}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': True}"
QPSO_seed_1023,QPSO,1023,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.29399431399485, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.740047485209315}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1024,QPSO,1024,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 19.143648817557594, 'CPS_Triton': 15.653065574320326, 'OSS_Ceto': 11.820676279819606}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1025,QPSO,1025,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 8.812409526541053, 'CPS_Triton': 8.757259163795897, 'OSS_Ceto': 7.0300511458783665}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': False}"
QPSO_seed_1026,QPSO,1026,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 21.409521096204728, 'CPS_Triton': 17.98554162650864, 'OSS_Ceto': 12.250486922441233}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1027,QPSO,1027,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.176084465673217, 'CPS_Triton': 17.634167767423744, 'OSS_Ceto': 12.428305793692978}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}"
QPSO_seed_1028,QPSO,1028,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.139070903211856, 'CPS_Triton': 15.626633488815825, 'OSS_Ceto': 11.95488007506289}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1029,QPSO,1029,"{'CPS_Poseidon': 'DEMAND-B', 'CPS_Triton': 'UNASSIGNED', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 11.517056726690381, 'CPS_Triton': 6.527274991544188, 'OSS_Ceto': 9.298995577019788}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}"
QPSO_seed_1030,QPSO,1030,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.231967713230354, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.626521075096193}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1001,DE,1001,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 20.318773936183884, 'CPS_Triton': 18.0, 'OSS_Ceto': 13.72499462217664}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
DE_seed_1002,DE,1002,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 12.105235651316551, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1003,DE,1003,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}"
DE_seed_1004,DE,1004,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1005,DE,1005,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 20.556197020847144, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1006,DE,1006,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 11.943170790235882}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1007,DE,1007,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.43238547644506, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': False}"
DE_seed_1008,DE,1008,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 6.0, 'OSS_Ceto': 13.34281543158002}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1009,DE,1009,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 12.495927335738104, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1010,DE,1010,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'green_ammonia'}","{'CPS_Poseidon': 18.94027933647064, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1011,DE,1011,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.420274821653774, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1012,DE,1012,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1013,DE,1013,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.095315938623237, 'CPS_Triton': 18.0, 'OSS_Ceto': 14.878223974561418}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1014,DE,1014,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 18.603359294693497, 'CPS_Triton': 17.387067652158102, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1015,DE,1015,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1016,DE,1016,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.65518362248726, 'CPS_Triton': 15.620852024648313, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1017,DE,1017,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.197830168538445, 'CPS_Triton': 16.133073117045367, 'OSS_Ceto': 13.931719479365475}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1018,DE,1018,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'bio_methanol', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1019,DE,1019,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.787831791023876, 'CPS_Triton': 10.350719094719953, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1020,DE,1020,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.39431088447441, 'CPS_Triton': 18.0, 'OSS_Ceto': 13.343845961539822}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1021,DE,1021,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 22.0, 'CPS_Triton': 18.0, 'OSS_Ceto': 13.308580157147599}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}"
DE_seed_1022,DE,1022,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 20.526185271120116, 'CPS_Triton': 13.317579441874067, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1023,DE,1023,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'bio_methanol', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.021826998012976, 'CPS_Triton': 17.84127076123862, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': False}"
DE_seed_1024,DE,1024,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.16927368921185, 'CPS_Triton': 18.0, 'OSS_Ceto': 12.154537849143875}","{'CPS_Poseidon': False, 'CPS_Triton': False, 'OSS_Ceto': True}"
DE_seed_1025,DE,1025,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 19.148433797802326, 'CPS_Triton': 18.0, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1026,DE,1026,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'fossil_lng', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'vlsfo'}","{'CPS_Poseidon': 21.228747465177655, 'CPS_Triton': 18.0, 'OSS_Ceto': 12.725127091297615}","{'CPS_Poseidon': True, 'CPS_Triton': True, 'OSS_Ceto': True}"
DE_seed_1027,DE,1027,"{'CPS_Poseidon': 'DEMAND-A', 'CPS_Triton': 'DEMAND-B', 'OSS_Ceto': 'DEMAND-C'}","{'CPS_Poseidon': 'vlsfo', 'CPS_Triton': 'vlsfo', 'OSS_Ceto': 'bio_methanol'}","{'CPS_Poseidon': 20.166161552168543, 'CPS_Triton': 15.949154816659048, 'OSS_Ceto': 15.0}","{'CPS_Poseidon': True, 'CPS_Triton': False, 'OSS_Ceto': False}"
