solution_id,formulation,algorithm,seed,evaluation_index,evaluations,is_feasible,penalty,domain_status,fuel_tonnes,cost_usd,ghg_tonnes,delay_hours,risk_metric,decisions,x_vector
PS-11,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9969,10000,True,0.0,NEAR_BOUNDARY,203.53,204696.51,729.89,0.0,0.1664,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""bio_methanol"", ""shore_power"": true}}","[1.112074090285811, 8229.460673057403, 19.13507252763411, 1.0421378888723865, 0.5111556875964794, 0.9094243330866663, 2.270317119727145, 653.8007771281203, 15.652358513381582, 0.0655265521106757, 0.05966829071800599, 0.3667137418762994, 2.759525925327861, 1396.9094638372762, 11.628279094701922, 1.6866420764061016, 0.8660187686230016, 0.8671307224235175]"
PS-12,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9998,10000,True,0.0,NEAR_BOUNDARY,203.45,205106.99,729.05,0.0,0.1664,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""bio_methanol"", ""shore_power"": false}}","[0.9997258452267682, 8393.000576809547, 19.135072756598078, 0.7081766747284907, 0.2285458713558614, 0.8819458495851191, 2.2959622515781333, 445.2376249701422, 15.652349684557828, 0.006488561794440755, 0.016433358491036623, 0.7952452438913945, 2.7575884669897683, 2053.2943800957873, 11.628276283531763, 1.7351507464373104, 0.8950527352032698, 0.3410789719705488]"
PS-13,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9947,10000,True,0.0,NEAR_BOUNDARY,202.74,205131.53,728.57,0.0,0.1664,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""bio_methanol"", ""shore_power"": true}}","[1.1047610379179305, 8391.643962102615, 19.135072568283903, 1.0485436098161607, 0.23232632928551455, 0.8935488790152892, 1.8304149596500046, 793.8851378152585, 15.652374532441412, 0.03465964804552561, 0.01454434659767466, 0.7959979684001837, 2.756762483676749, 1483.6160187992182, 11.628276284132808, 1.6756504499815028, 0.8894715583502656, 0.5272193301990429]"
PS-14,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9778,10000,True,0.0,NEAR_BOUNDARY,209.45,209285.9,664.61,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[1.3521573569895304, 8390.576999413097, 19.13507801054697, 1.0423576676456843, 0.2286547324039925, 0.22148002728441896, 1.9384023594048432, 551.2400756758472, 15.652374435218341, 0.3257684868896451, 0.06072207314165982, 0.34094851553787686, 2.7564649917497164, 1485.289724430538, 11.628279127044108, 2.771810283641594, 0.8881014971020236, 0.8641678084403382]"
PS-15,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9928,10000,True,0.0,NEAR_BOUNDARY,210.21,209334.64,664.11,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[0.9993226749146452, 8347.627749880172, 19.13507534214242, 1.1054470936503995, 0.528461811904992, 0.22448972968493552, 1.9424032614089384, 729.2337657292935, 15.6523427875904, 0.15854915063015063, 0.015503558332718628, 0.3706013058857446, 2.6136260256217336, 1499.0664930125338, 11.628275688305852, 3.2827185153917635, 0.8890970891627868, 0.4288082797688405]"
PS-16,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9978,10000,True,0.0,NEAR_BOUNDARY,208.66,209720.85,663.3,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[0.9987272168629694, 7655.483349784583, 19.135075838153504, 1.069064222510435, 0.5226275227663563, 0.22486587959803345, 2.0558541002054924, 593.4442269950093, 15.652370436254225, 0.001860631322202936, 1.0084560258471504, 0.7519180176637735, 2.7489020777721516, 1484.2815924137942, 11.628277411654812, 3.3220167311122415, 0.873121331102358, 0.5300563527097775]"
PS-17,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9982,10000,True,0.0,NEAR_BOUNDARY,209.42,209769.62,662.79,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[1.06236129529243, 4268.173196872016, 19.13507564585393, 1.0877597583303145, 0.5274272218609545, 0.22545005055967643, 2.055121057724341, 726.8128696171904, 15.652343090537522, 0.15895360217354476, 0.1276580787195194, 0.7014408906871161, 2.745694651457857, 1384.2085665109712, 11.628276149164693, 3.2984137607655177, 0.889096638996197, 0.35576054954087244]"
PS-18,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9646,10000,True,0.0,NEAR_BOUNDARY,207.06,209904.5,660.11,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[1.356551156308014, 7649.290369715478, 19.13508036856211, 0.7215892451682373, 0.41945647813188497, 0.9517433332934305, 1.9305974382430446, 546.9593900128184, 15.65237192109566, 0.22510013374133625, 0.06979570697923648, 0.3783238483842649, 2.858742777381676, 1385.900358025422, 11.628323734506067, 3.3107204444701583, 0.9729816793305581, 0.8642855549039219]"
PS-19,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9957,10000,True,0.0,NEAR_BOUNDARY,207.82,209953.11,659.6,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[0.9993226749146452, 8362.81454800959, 19.13507534214242, 1.1054470936503995, 0.04206861221270239, 0.9366364274767263, 1.9424032614089384, 558.5115726806613, 15.652370311005916, 0.21389659366775832, 0.013145679940071202, 0.35946643833049585, 2.6126767528470722, 1494.6016413984717, 11.628275688305852, 2.7545948482575544, 0.889087329326999, 0.4288082797688405]"
PS-20,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9861,10000,True,0.0,NEAR_BOUNDARY,206.27,210339.17,658.79,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[0.9987272168629694, 7655.483349784583, 19.135072537273828, 1.069064222510435, 0.5275646669732668, 0.8944010195546712, 2.0555886017041627, 654.4542709244079, 15.652342614019068, 0.037088450425444605, 0.09269887574935709, 0.7606190599158558, 2.7489020777721516, 1484.2815924137942, 11.628277407843711, 3.2505251155782737, 0.8907704267409314, 0.5281083430458411]"
PS-21,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9967,10000,True,0.0,NEAR_BOUNDARY,207.03,210388.02,658.29,0.0,0.1658,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""vlsfo"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[1.108051767936346, 7655.635961050268, 19.13507257020086, 0.6862990901805012, 0.5225440554147391, 0.9018717787372754, 2.0491141089536615, 548.3374741160992, 15.652343554467747, 0.0012812881861806215, 0.27668096294053013, 0.7566220204345276, 2.6247106290521023, 1437.2439951557494, 11.628277191262043, 3.464498029805042, 0.8731768955395239, 0.4278537420579176]"
PS-22,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9965,10000,True,0.0,NEAR_BOUNDARY,246.8,254095.39,652.11,0.0,0.1666,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""bio_methanol"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[0.7105682908189664, 4411.211361079594, 19.135075648449018, 1.1067913495304695, 0.10690598674411425, 0.19073400287217446, 2.3249115386203685, 590.128438791447, 15.652358484342587, 2.2487736524216033, 0.12767164307384463, 0.9475230224628101, 2.7503442316494593, 940.3093968047621, 11.628309464506405, 2.7591603897589936, 0.8671144160752702, 0.5491024411494565]"
PS-23,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9927,10000,True,0.0,NEAR_BOUNDARY,247.56,254144.16,651.61,0.0,0.1666,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": false}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""bio_methanol"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[1.062253360793155, 3482.6677693433394, 19.135075644440647, 1.0884028367797454, 0.09709074531837314, 0.18855687261218584, 2.0525691657593534, 556.1594261120404, 15.65234175203727, 1.9914161316250647, 0.1252975650407093, 0.6920769859142335, 2.654824130940864, 1373.5038448428943, 11.62831190969895, 2.760962699367009, 0.8897046612020172, 0.34422915695176737]"
PS-24,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9981,10000,True,0.0,NEAR_BOUNDARY,244.41,254713.56,647.6,0.0,0.1666,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""bio_methanol"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[0.9945679572027015, 4297.814192567645, 19.135072546399844, 0.7062414846545144, 0.09753398013134071, 0.8944010195546712, 2.0555886017041627, 611.465736136024, 15.652342614019068, 2.2486868192983307, 0.08301554060786373, 0.882044117478073, 2.7503210587562887, 1484.2815924137942, 11.628277407843711, 3.2709609771575545, 0.8907704267409314, 0.5488185848774981]"
PS-25,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9781,10000,True,0.0,NEAR_BOUNDARY,245.17,254762.57,647.1,0.0,0.1666,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""fossil_lng"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6523, ""fuel"": ""bio_methanol"", ""shore_power"": true}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": false}}","[0.9990966921093531, 8315.100187705919, 19.135075350765707, 0.7264892451063837, 0.4023439310459761, 0.8918930107789502, 1.94304852476071, 436.91137440745746, 15.652342805347397, 2.041513367768262, 1.0224485872646398, 0.8025455153740235, 2.834895894618469, 1499.1478109879738, 11.628311697429407, 3.292156623229634, 0.888992936692647, 0.3499034432002918]"
PS-26,MO_NSGA3_fuel_cost_ghg,NSGA_III,1010,9574,10000,True,0.0,NEAR_BOUNDARY,369.23,397951.98,630.92,0.0,0.3134,"{""CPS_Poseidon"": {""demand"": ""DEMAND-A"", ""cargo_t"": 1200.0, ""speed_kn"": 19.1351, ""fuel"": ""bio_methanol"", ""shore_power"": true}, ""CPS_Triton"": {""demand"": ""DEMAND-B"", ""cargo_t"": 450.0, ""speed_kn"": 15.6524, ""fuel"": ""vlsfo"", ""shore_power"": false}, ""OSS_Ceto"": {""demand"": ""DEMAND-C"", ""cargo_t"": 3200.0, ""speed_kn"": 11.6283, ""fuel"": ""green_ammonia"", ""shore_power"": true}}","[1.2106227452158145, 7646.646474689315, 19.13507578402213, 2.348229676340658, 0.020829563878562413, 0.9689009277803103, 2.055386367337697, 443.3502946017195, 15.65237052110165, 0.03386941773187657, 0.2894409511269498, 0.2777090311956812, 2.8578968243200893, 1408.0632437740746, 11.628308953501456, 2.828414598158576, 0.8712665192886808, 0.8667022779506592]"
