observation_id,timestamp,vessel_id,vessel_type,stw_kn,shaft_power_kw_observed,R_calm,R_wave,R_wind,R_total,P_E,P_D,P_B,SFC,F_physics,F_observed,error,abs_error,percentage_error_pct
13,2026-03-02T04:40:00+00:00,VESSEL_FE_02,container_feeder,14.268377911912127,1626.7616202218192,179761.51150768122,0.0,10752.99116362857,190514.5026713098,1398.4300616298053,1958.5855204899233,1998.5566535611463,204.70571023077216,583.6159592036697,337.5258527519977,246.090106451672,246.090106451672,72.9100021361891
14,2026-03-02T04:40:00+00:00,VESSEL_FE_01,container_feeder,13.322803342865786,1296.4145329948456,157005.6001946826,37882.1753843061,-1464.5720699832768,193423.20350900543,1325.6909624311797,1856.7100314162178,1894.6020728736917,205.561192171902,563.9566607912728,261.93168968534616,302.0249711059267,302.0249711059267,115.30677004708511
15,2026-03-02T04:45:00+00:00,VESSEL_FE_02,container_feeder,13.207530349166191,1340.6992056059692,154345.97893006608,140910.27886680365,4707.114021850941,299963.37181872065,2038.1115514336623,2854.4979711956053,2912.75303183225,197.5751129439357,749.9875092420478,274.64747306634763,475.3400361757002,475.3400361757002,173.0727870417619
16,2026-03-02T04:45:00+00:00,VESSEL_FE_01,container_feeder,14.70373697300726,1734.777795783025,190810.85983167158,0.0,1527.3949088329591,192338.25474050455,1454.894501733299,2037.667369374368,2079.252417728947,204.04792007022036,598.7671311385686,352.2003260396468,246.5668050989218,246.5668050989218,70.00754595302845
17,2026-03-02T04:45:00+00:00,VESSEL_HM_03,bulk_handymax,14.35320590296371,1858.92980475748,508976.03843202983,0.0,7535.902908045129,516511.941340075,3813.8831935292706,5341.573100181051,5450.584796103113,181.4762747100795,1163.6518237881915,346.4096548195347,817.2421689686568,817.2421689686568,235.91783820067212
18,2026-03-02T04:50:00+00:00,VESSEL_HM_03,bulk_handymax,13.793460555585796,1885.7096844766395,468177.27900880814,0.0,2287.988669130398,470465.26767793857,3338.4041426051667,4675.63605406886,4771.057198029449,185.254159123271,1058.358189349975,349.2649990490787,709.0931903008963,709.0931903008963,203.02440617625544
19,2026-03-02T04:50:00+00:00,VESSEL_FE_01,container_feeder,16.183408857468855,2536.9032889111227,231150.29271812807,60161.032091628804,17568.74770579408,308880.07251555094,2571.567942972749,3601.6357744716365,3675.138545379221,192.16785505791745,880.7434913061996,500.4956788969348,380.24781240926484,380.24781240926484,75.97424482211521
20,2026-03-02T04:50:00+00:00,VESSEL_FE_02,container_feeder,15.366080306620162,2042.65624578507,208328.9347040042,0.0,7777.055230024419,216105.98993402862,1708.3152176651713,2392.598344068867,2441.4268817029256,201.16332767032486,665.625555787145,412.5934427071953,253.03211307994968,253.03211307994968,61.32722600235765
21,2026-03-02T04:55:00+00:00,VESSEL_HM_03,bulk_handymax,15.409520646796956,2327.650478592297,591904.2003846271,0.0,7618.407355519669,599522.6077401468,4752.616815192353,6656.326071697973,6792.169460916299,175.16153652327375,1364.2268391005548,431.6914112517595,932.5354278487953,932.5354278487953,216.01899031179636
22,2026-03-02T04:55:00+00:00,VESSEL_FE_01,container_feeder,14.380050285630311,1601.3825309536116,182560.9388373043,16417.782073602186,7100.909584097654,206079.63049500415,1524.5215863117255,2135.184294554237,2178.7594842390176,203.2443546671081,617.3205653490004,323.2597531318588,294.0608122171416,294.0608122171416,90.96734417698856
23,2026-03-02T04:55:00+00:00,VESSEL_FE_02,container_feeder,13.861171038379169,1400.9062907178309,169755.08732376146,0.0,2227.5294737805775,171982.61679754202,1226.3730029955727,1717.6092478929588,1752.662497849958,206.74399134554795,536.8524402871582,290.2283960492869,246.62404423787126,246.62404423787126,84.97584922599692
24,2026-03-02T05:00:00+00:00,VESSEL_HM_03,bulk_handymax,14.46729586953674,1914.290136244235,517553.9590057253,0.0,4069.2079190275717,521623.1669247529,3882.2396534384548,5437.3104389894315,5548.2759581524815,180.96518501480628,1178.5447852802654,362.873104241898,815.6716810383674,815.6716810383674,224.781520455323
25,2026-03-02T05:00:00+00:00,VESSEL_FE_01,container_feeder,17.11145672333916,2587.8761552613287,258723.5101307616,0.0,-7836.355085976236,250887.15504478535,2208.5310855841503,3093.180792134664,3156.306930749657,195.79438542154196,792.4871757078826,512.8011709807681,279.68600472711444,279.68600472711444,54.5408280156996
26,2026-03-02T05:00:00+00:00,VESSEL_FE_02,container_feeder,15.456984200586982,2563.591145664214,210800.80803626438,242711.4213935374,-6155.908713477566,447356.32071632426,3557.26686694542,4982.166480315714,5083.843347260932,183.46680759218674,1107.2165092207401,506.8416265302775,600.3748826904626,600.3748826904626,118.4541385837806
27,2026-03-02T05:05:00+00:00,VESSEL_HM_03,bulk_handymax,12.85756943607488,1362.7663544726818,404581.59483936295,0.0,3806.403459505232,408387.9982988682,2701.2821905314604,3783.308390100084,3860.5187654082492,190.92715803264707,911.5778764111004,256.9035726128304,654.6743037982701,654.6743037982701,254.83269739689644
28,2026-03-02T05:05:00+00:00,VESSEL_FE_01,container_feeder,15.95633242803386,2183.2428433305463,224674.43738147235,0.0,-3538.709896969839,221135.7274845025,1815.2234629810018,2542.3297800854366,2594.21406131167,199.97962410811684,693.2899528370989,432.3615234305896,260.9284294065093,260.9284294065093,60.349595249864585
29,2026-03-02T05:05:00+00:00,VESSEL_FE_02,container_feeder,14.75277512762777,1718.939629853253,192078.40676347804,0.0,-3473.6602239645595,188604.74653951346,1431.4113195178295,2004.7777584283324,2045.6915902329922,204.3208232361338,592.4773898036407,339.096346800862,253.38104300277865,253.38104300277865,74.7224337251794
30,2026-03-02T05:10:00+00:00,VESSEL_HM_03,bulk_handymax,13.486527787096048,1656.4742434962557,446694.5896697747,19976.64637870137,33730.61248937745,500401.8485378535,3471.8197010454232,4862.49257849499,4961.727120913255,184.15479261047432,1088.2258289415463,310.6747323566839,777.5510965848624,777.5510965848624,250.27818988901888
31,2026-03-02T05:10:00+00:00,VESSEL_FE_02,container_feeder,18.278560736271427,3424.628166324756,295999.0084959561,38096.9594990152,8910.823651016062,343006.7916459873,3225.394357354636,4517.359043914056,4609.550044810261,186.20937433521183,1032.8414298109665,663.4825602610096,369.3588695499569,369.3588695499569,55.66971789049793
32,2026-03-02T05:10:00+00:00,VESSEL_FE_01,container_feeder,15.97094098606272,2299.121052532276,225087.8903159177,53878.564445595715,1373.5807813683311,280340.0355428817,2303.3171187433263,3225.934339976647,3291.7697346700484,194.82561849112653,815.8210744874636,454.5865985263943,361.23447596106934,361.23447596106934,79.46439185230298
33,2026-03-02T05:15:00+00:00,VESSEL_FE_02,container_feeder,15.187546351480051,1859.151762906872,203521.96251041684,2155.9723144878963,-10165.92112959293,195512.01369531182,1527.5631443281375,2139.4441797312847,2183.1063058482496,203.20944252742422,618.1278153895273,379.4923875194573,238.63542787007003,238.63542787007003,62.88279705158374
34,2026-03-02T05:15:00+00:00,VESSEL_FE_01,container_feeder,16.7177725367129,2859.794955209612,246807.51281772737,28304.49724889426,2037.8640274596114,277149.8740940813,2383.588074471139,3338.358647718682,3406.4884160394713,194.01731179203995,835.4177251307024,562.7146373363904,272.70308779431195,272.70308779431195,48.462056911324
35,2026-03-02T05:15:00+00:00,VESSEL_HM_03,bulk_handymax,12.408214289712534,1431.4892985815775,376022.68176865164,5780.252504649422,-19175.184303987982,362627.74996931304,2314.773100010067,3241.97913166676,3308.1419710885307,194.70958059752493,818.6269357477173,272.3283812938724,546.2985544538449,546.2985544538449,200.60287211281457
36,2026-03-02T05:20:00+00:00,VESSEL_FE_01,container_feeder,12.776642621922065,1160.169334117217,144621.32062616327,28296.551377547567,109.58991013028196,173027.4619138411,1137.286518210634,1592.8382607992073,1625.345164080824,207.81940387269364,512.2782630866423,236.72462241454315,275.5536406720991,275.5536406720991,116.4026107050073
37,2026-03-02T05:20:00+00:00,VESSEL_HM_03,bulk_handymax,13.77266392451853,1708.5159943146004,466702.03758922213,0.0,-4505.717078780691,462196.32051044144,3274.7830985409873,4586.5309503375165,4680.133622793384,185.78920854944866,1044.0183216844466,321.59676471707706,722.4215569673695,722.4215569673695,224.63582853606
38,2026-03-02T05:20:00+00:00,VESSEL_FE_02,container_feeder,16.862613855332853,2693.23977773362,251153.67243817536,26466.7465987454,-2461.1980853494506,275159.2209515713,2386.9706147423362,3343.0960990789017,3411.322550080512,193.98349434526568,836.2402686034203,524.3321038451015,311.9081647583188,311.9081647583188,59.48675705168396
39,2026-03-02T05:25:00+00:00,VESSEL_FE_01,container_feeder,16.948304613567462,2576.8477486393767,253745.66059021806,45824.556637793576,2133.925439150144,301704.14266716177,2630.5444264611283,3684.23589140214,3759.4243789817756,191.60015928045908,894.8063098157492,507.83823136472455,386.9680784510246,386.9680784510246,76.19908359619106
40,2026-03-02T05:25:00+00:00,VESSEL_FE_02,container_feeder,13.317803233389425,1229.1159672551137,156889.7247004643,33357.0411515728,-1018.0482338533409,189228.7176181838,1296.4558944629707,1815.7645580713875,1852.8209776238648,205.90759353386912,556.0099087516007,255.56123002912068,300.44867872248005,300.44867872248005,117.56426383150705
41,2026-03-02T05:25:00+00:00,VESSEL_HM_03,bulk_handymax,14.417880666321912,1924.361764613552,513827.61148227454,0.0,-14806.522865085273,499021.08861718926,3701.335326878106,5183.943034843285,5289.737790656413,182.3353196505888,1139.0060309271364,356.0558000765709,782.9502308505655,782.9502308505655,219.89537333254776
42,2026-03-02T05:30:00+00:00,VESSEL_FE_02,container_feeder,12.689751282896804,1186.8610694007054,142701.48899500925,0.0,-24934.67374323081,117766.81525177843,768.8013674190444,1076.7526154328352,1098.727158604934,208.89151873767258,404.0147848393123,257.1674633487466,146.84732149056572,146.84732149056572,57.101827571174915
43,2026-03-02T05:30:00+00:00,VESSEL_FE_01,container_feeder,11.31236367501444,832.2373580301875,114082.48560950816,67663.23692304523,3883.2882679814807,185629.0108005349,1080.282436585932,1513.0006114648904,1543.878174964174,208.51470748642677,496.42130604733313,170.34000348474905,326.0813025625841,326.0813025625841,191.42966765982186
44,2026-03-02T05:30:00+00:00,VESSEL_HM_03,bulk_handymax,14.37555119030223,1945.4530739801248,510649.0083995094,24459.971946118963,17631.641111563353,552740.6214571916,4087.746867028536,5725.135668107193,5841.9751715379525,179.477136897861,1223.000977616022,365.3878595886825,857.6131180273396,857.6131180273396,234.7130851563475
45,2026-03-02T05:35:00+00:00,VESSEL_FE_01,container_feeder,12.073995103464451,989.0267194852102,129488.48423520764,0.0,-11281.08072912523,118207.40350608241,734.2327967299422,1028.3372503220478,1049.3237248184162,208.89151873767258,393.6948265247906,191.7435042589668,201.9513222658238,201.9513222658238,105.32368386940003
46,2026-03-02T05:35:00+00:00,VESSEL_HM_03,bulk_handymax,13.65259867354204,1643.532967596775,458241.0682032119,0.0,25380.470557531313,483621.5387607432,3396.7146548964693,4757.303438230349,4854.391263500355,184.76989722189074,1071.445374831805,315.9175855112827,755.5277893205224,755.5277893205224,239.15344506630493
47,2026-03-02T05:35:00+00:00,VESSEL_FE_02,container_feeder,14.206644931232766,1654.819161631439,178224.22478091318,250278.99105618263,-2056.151828939494,426447.0640081563,3116.698280066939,4365.1236415503345,4454.207797500341,187.1488924907899,1008.1000562260294,337.3627179257418,670.7373383002877,670.7373383002877,198.8178606172856
48,2026-03-02T05:40:00+00:00,VESSEL_HM_03,bulk_handymax,12.383707937991485,1245.9863941533415,374501.01266673394,85133.54089736012,5205.627003273058,464840.1805673671,2961.3686090656943,4147.575082725061,4232.21947216843,188.52682688424966,972.3869077656481,235.698517622062,736.688390143586,736.688390143586,312.55537691792
49,2026-03-02T05:40:00+00:00,VESSEL_FE_01,container_feeder,14.78409586307426,1779.7191240782538,192890.43835548742,0.0,-4296.908615010151,188593.52974047727,1434.3649530004643,2008.9145000006502,2049.912755102704,204.2864461715317,593.2693917016247,361.2776687303417,231.99172297128302,231.99172297128302,64.21424379386207
50,2026-03-02T05:40:00+00:00,VESSEL_FE_02,container_feeder,16.62290041207946,2377.447516507961,243984.50413980946,154016.5113468479,9253.500547216709,407254.51603387407,3482.6579184344687,4877.672154670124,4977.216484357269,184.06683103912567,1090.6404656713407,472.5651854393024,618.0752802320383,618.0752802320383,130.7915393000159
51,2026-03-02T05:45:00+00:00,VESSEL_HM_03,bulk_handymax,13.841611278358078,1635.90888520831,471603.9693747896,0.0,8541.293175479226,480145.26255026885,3418.986634754251,4788.496687330883,4886.22110952131,184.58647749924197,1076.4303428889764,311.49840892782566,764.9319339611507,764.9319339611507,245.565278035942
52,2026-03-02T05:45:00+00:00,VESSEL_FE_01,container_feeder,15.89112595108235,2152.5033333184106,222834.23615636246,0.0,-994.7088995008086,221839.52725686165,1813.559076705264,2539.9987068701175,2591.8354151735894,199.99790150136985,692.8616440716496,436.07602494125234,256.78561913039727,256.78561913039727,58.8855163878801
53,2026-03-02T05:45:00+00:00,VESSEL_FE_02,container_feeder,15.909412321976902,2154.0519952790823,223349.4287336617,0.0,-2332.4549528223015,221016.9737808394,1808.9138004156746,2533.4927176690117,2585.196650682665,200.04893867766788,691.6658462421289,432.4133598009058,259.252486441223,259.252486441223,59.95478182278862
54,2026-03-02T05:50:00+00:00,VESSEL_HM_03,bulk_handymax,15.639320094048438,2394.700287991433,611012.5895853043,0.0,-4729.220143227832,606283.3694420764,4877.885822454056,6831.77286057991,6971.196796510113,174.43371487932768,1390.5117543701276,435.8947263666146,954.617028003513,954.617028003513,219.0017383235375
55,2026-03-02T05:50:00+00:00,VESSEL_FE_01,container_feeder,14.200781023247524,1664.4273630063578,178078.579350928,7706.708969512242,-112.0843455286716,185673.20397491156,1356.4368157308209,1899.7714506033903,1938.5422965340717,205.19847879812997,572.2859303346249,342.459444368806,229.82648596581896,229.82648596581896,67.11057024267994
56,2026-03-02T05:50:00+00:00,VESSEL_FE_02,container_feeder,15.546991147887892,2019.2656680765149,213264.52436024675,0.0,4259.432202411866,217523.95656265863,1739.7688542505139,2436.6510563732686,2486.378628952315,200.8130234780575,673.7972099911417,410.4846423799328,263.3125676112089,263.3125676112089,64.14675250322627
57,2026-03-02T05:55:00+00:00,VESSEL_FE_01,container_feeder,14.352254036384448,1500.4841757982244,181861.90062814174,0.0,1046.3445274966296,182908.24515563837,1350.490402955347,1891.4431413940433,1930.0440218306564,205.26850244238028,570.6772460090476,296.40001111882736,274.27723489022026,274.27723489022026,92.53617564145839
58,2026-03-02T05:55:00+00:00,VESSEL_HM_03,bulk_handymax,13.724609280738257,1599.5539594740949,463304.18692573067,0.0,-2486.843719756006,460817.34320597467,3253.6206193044604,4556.891623675714,4649.889411913994,185.96872981824822,1039.2340277289668,306.56649947988853,732.6675282490783,732.6675282490783,238.99138669492586
59,2026-03-02T05:55:00+00:00,VESSEL_FE_02,container_feeder,15.330421479649935,2277.6282354392188,207363.78174131404,23096.069673454855,7165.829341173137,237625.68075594204,1874.0689943710763,2624.746490715793,2678.31274562836,199.3364823060939,708.3854412291334,447.96552670499705,260.4199145241364,260.4199145241364,58.13391857173714
60,2026-03-02T06:00:00+00:00,VESSEL_HM_03,bulk_handymax,14.760836068079032,1940.476049578394,540040.09865493,0.0,4060.8365593360386,544100.9352142661,4131.697675332623,5786.691422034485,5904.787165341311,179.16834247492025,1232.4509290813858,358.72684302721706,873.7240860541688,873.7240860541688,243.5625052981826
61,2026-03-02T06:00:00+00:00,VESSEL_FE_02,container_feeder,12.546057949164016,1129.9267483670058,139556.7880562656,0.0,13681.330499024287,153238.11855528987,989.0362433596282,1385.2048226325323,1413.4743088087066,208.89151873767258,469.7627950637327,234.18114965344452,235.5816454102882,235.5816454102882,100.59803949161417
62,2026-03-02T06:00:00+00:00,VESSEL_FE_01,container_feeder,14.273460614553642,1624.0938408134289,179888.4067200796,144253.07991473397,-8035.437321293755,316106.04931351985,2321.133899574655,3250.887814530329,3317.232463806458,194.64524956482165,820.1835407821362,320.77585690826743,499.4076838738688,499.4076838738688,155.68742881316186
63,2026-03-02T06:05:00+00:00,VESSEL_FE_02,container_feeder,15.5231521778557,1993.2757910108928,212610.4164111402,0.0,3626.3057992561858,216236.7222103964,1726.821594232843,2418.5176389815724,2467.8751418179313,200.95701273051648,670.4368162916312,399.86567705229993,270.5711392393313,270.5711392393313,67.66550738585704
64,2026-03-02T06:05:00+00:00,VESSEL_FE_01,container_feeder,15.51220857602571,2037.893463828636,212310.51973214553,61137.641737482314,4110.5268808151495,277558.68835044303,2214.963472041024,3102.189736752134,3165.499731379729,195.72815309172213,794.0774160352969,401.0171343207947,393.0602817145022,393.0602817145022,98.01583226119027
65,2026-03-02T06:05:00+00:00,VESSEL_HM_03,bulk_handymax,13.01330035088262,1370.0500219077448,414773.56996268616,0.0,-15563.748219949448,399209.82174273673,2672.555775634452,3743.0753160146382,3819.4646081782025,191.19942214965596,904.7794260047344,265.7487305744065,639.0306954303279,639.0306954303279,240.46425134339705
66,2026-03-02T06:10:00+00:00,VESSEL_FE_02,container_feeder,14.33465694883606,1616.857321708804,181420.12417661824,71864.60912272721,6988.881889164784,260273.61518851024,1919.3560893382128,2688.173794591334,2743.034484276872,198.84558846284625,719.9403061999145,326.57334544362544,393.3669607562891,393.3669607562891,120.45286801405348
67,2026-03-02T06:10:00+00:00,VESSEL_FE_01,container_feeder,16.06282278438328,2268.80078352586,227698.28450216167,149542.34336936075,-13.702561730473416,377226.925309792,3117.1855770723064,4365.80613035337,4454.904214646295,187.14463508820486,1008.2114236028868,454.5696655713818,553.6417580315051,553.6417580315051,121.79469946275283
68,2026-03-02T06:10:00+00:00,VESSEL_HM_03,bulk_handymax,13.56679848421136,1948.593900132132,452253.0153913413,0.0,-24585.040463551533,427667.97492778976,2984.8479361178797,4180.459294282744,4265.774790084432,188.31587357179652,977.8131060552969,367.9825261445183,609.8305799107786,609.8305799107786,165.72270055868873
69,2026-03-02T06:15:00+00:00,VESSEL_HM_03,bulk_handymax,14.003129596080312,1759.3731321393368,483211.75431506225,79394.14297534159,-607.1191701542047,561998.7781202496,4048.541410873261,5670.226065648824,5785.94496494778,179.7554000423912,1214.5548517974473,332.90665318944804,881.6481986079993,881.6481986079993,264.83345711516245
70,2026-03-02T06:15:00+00:00,VESSEL_FE_01,container_feeder,15.958695513109223,2058.472379953181,224741.2882847282,18371.94890886486,-8242.263660994264,234870.9735325988,1928.256672709834,2700.6395976328204,2755.7546914620616,198.74952530531627,722.204936785983,407.407013454956,314.79792333102705,314.79792333102705,77.26865589804873
71,2026-03-02T06:15:00+00:00,VESSEL_FE_02,container_feeder,12.735024209815537,1162.7187769684222,143700.05968422862,0.0,-16799.536779865106,126900.52290436352,831.3832930193677,1164.402371175585,1188.1656848730458,208.89151873767258,422.69773442511746,240.91227495576967,181.78545946934778,181.78545946934778,75.4571179499769
72,2026-03-02T06:20:00+00:00,VESSEL_HM_03,bulk_handymax,11.814693401127142,1243.3656550329276,340190.70315753843,9382.087011668356,21908.205755540625,371480.99592474743,2257.8607993224846,3162.270027062303,3226.8061500635745,195.28827569270345,804.6574090405263,239.33085071871588,565.3265583218105,565.3265583218105,236.21131860941546
73,2026-03-02T06:20:00+00:00,VESSEL_FE_02,container_feeder,14.38445243160741,1621.7202286299328,182671.78297921206,14357.680182140302,-6916.730509847838,190112.7326515045,1406.8333179631943,1970.3547870632972,2010.5661092482624,204.6074673596873,585.8768395725074,318.8079354488572,267.06890412365016,267.06890412365016,83.77109677261878
74,2026-03-02T06:20:00+00:00,VESSEL_FE_01,container_feeder,16.328591142531955,2359.348259037399,235345.91732668507,0.0,7151.267341399568,242497.18466808464,2037.0116931708114,2852.95755346052,2911.1811770005306,197.58676800005614,749.7108798261341,462.4515646208783,287.25931520525586,287.25931520525586,62.11662737929181
75,2026-03-02T06:25:00+00:00,VESSEL_FE_02,container_feeder,15.293227201051096,1879.228246929092,206359.75898547712,0.0,-6623.239579798642,199736.51940567847,1571.4288589031491,2200.880754766315,2245.796688537056,202.70770841329565,629.7403002955145,386.11760463348224,243.6226956620323,243.6226956620323,63.0954643710919
76,2026-03-02T06:25:00+00:00,VESSEL_HM_03,bulk_handymax,13.373190139472149,1729.3711719409243,438917.9715581089,0.0,6557.753124336442,445475.72468244535,3064.76492592701,4292.387851438389,4379.98760350856,187.6049680820113,996.2074345558286,315.5850733016895,680.6223612541392,680.6223612541392,215.67001066729335
77,2026-03-02T06:25:00+00:00,VESSEL_FE_01,container_feeder,15.322030785622228,1934.6709441508945,207137.04352729526,0.0,3216.8954803543174,210353.93900764958,1658.0784920780156,2322.2387844229906,2369.631412676521,201.72635822977801,652.5171152261189,382.00128384594353,270.51583138017537,270.51583138017537,70.81542466471686
78,2026-03-02T06:30:00+00:00,VESSEL_HM_03,bulk_handymax,14.936777681144669,2144.8746375567066,553808.5596186108,0.0,18244.5069107239,572053.0665293346,4395.733366442381,6156.48930874283,6282.131947696766,177.38332049023086,1288.8454246402137,403.6316246772507,885.2137999629629,885.2137999629629,219.3123000881786
79,2026-03-02T06:30:00+00:00,VESSEL_FE_01,container_feeder,16.042298325280694,2218.2707908233897,227113.68711597906,69411.79457372212,92.00081314970133,296617.4825028509,2447.943778608898,3428.492687127308,3498.46192564011,193.37728721487218,851.0230766048024,433.198698499532,417.82437810527045,417.82437810527045,96.45097724265712
80,2026-03-02T06:30:00+00:00,VESSEL_FE_02,container_feeder,15.081508561876532,1851.077674078854,200696.75015016133,0.0,-842.8728447655645,199853.87730539576,1550.584611811649,2171.6871313888637,2216.007276927412,202.94571051824252,624.2291713296295,370.02649077174,254.2026805578895,254.2026805578895,68.6985085926458
81,2026-03-02T06:35:00+00:00,VESSEL_FE_01,container_feeder,14.608051999718636,1831.302197363467,188351.0175143512,19916.69956444214,212.14076241706326,208479.85784121038,1566.731281742794,2194.3015150459296,2239.0831786182957,202.76128055437732,628.4993725644113,363.87892416538745,264.6204483990238,264.6204483990238,72.72211464458177
82,2026-03-02T06:35:00+00:00,VESSEL_FE_02,container_feeder,15.529527440487328,2140.402270111305,212785.23339399954,157238.16853414683,-18475.006218374336,351548.395709772,2808.5455202500584,3933.5371432073644,4013.813411436086,189.92310294277297,936.8158977332586,421.3624243103818,515.4534734228768,515.4534734228768,122.33019455080458
83,2026-03-02T06:35:00+00:00,VESSEL_HM_03,bulk_handymax,13.732074581233976,1688.8334873937622,463831.0394900889,71424.14098775783,5857.84075890234,541113.021236749,3822.629831690777,5353.823293684561,5463.084993555674,181.41042832246333,1165.5605886429566,313.1795499210214,852.3810387219353,852.3810387219353,272.1700822856701
84,2026-03-02T06:40:00+00:00,VESSEL_FE_02,container_feeder,16.279785911579605,2297.998614533434,233930.66596340365,0.0,4789.442560588445,238720.1085239921,1999.2900240569,2800.126084113305,2857.2715144013314,197.98776147485972,740.204791062202,455.9981323302579,284.2066587319442,284.2066587319442,62.32627692564906
85,2026-03-02T06:40:00+00:00,VESSEL_FE_01,container_feeder,14.874256015622628,1809.9303277077656,195238.63207546537,11411.947266300325,10360.693719211009,217011.2730609767,1660.5641334333716,2325.7200748366545,2373.183749833321,201.69839801148774,653.1673605282762,354.00345474387154,299.1639057844046,299.1639057844046,84.50875317046145
86,2026-03-02T06:40:00+00:00,VESSEL_HM_03,bulk_handymax,12.406282124563855,1245.227043951118,375902.5747061393,0.0,17700.404091086784,393602.97879722604,2512.107012836347,3518.35716083522,3590.160368199204,192.74628211550277,866.490063168821,231.849002645697,634.641060523124,634.641060523124,273.73033883305453
87,2026-03-02T06:45:00+00:00,VESSEL_FE_02,container_feeder,17.061411635217937,2700.111072026284,257190.62838588987,51821.32430774473,-572.59149454998,308439.3611990846,2707.2157160857514,3791.6186499800438,3868.9986224286163,190.8710982813687,912.9800163120525,537.2519476204671,375.72806869158535,375.72806869158535,69.93517107861884
88,2026-03-02T06:45:00+00:00,VESSEL_FE_01,container_feeder,14.269378910225573,1796.7242802390217,179786.498611919,20278.85666530773,-4480.531802090325,195584.8234751364,1435.7483610378733,2010.852046271531,2051.8898431342154,204.2703499842444,593.6402563861425,353.6811194640178,239.95913692212469,239.95913692212469,67.84618225755679
