lambda_robust,timestamp,vessel_id,stw_kn,shaft_power_kw,q05_lower,q50_nominal,q95_upper,uncertainty_width,robust_objective_J,penalized_objective,domain_status
0.25,2026-03-02T04:25:00+00:00,VESSEL_FE_02,14.301954269459744,1566.5498360142678,309.0093002143363,317.3166719657867,342.1623598893068,33.15305967497051,325.60493688452937,325.60493688452937,NEAR_BOUNDARY
0.25,2026-03-02T04:30:00+00:00,VESSEL_FE_01,15.895701863559552,2160.254535869103,374.5731326405889,425.9339818066207,435.06980122526,60.49666858467111,441.0581489527885,441.0581489527885,VALID
0.25,2026-03-02T04:30:00+00:00,VESSEL_FE_02,12.439729298946345,1165.5698709594978,222.93226096368633,232.9576841571254,312.22262243524455,89.29036147155821,255.28027452501496,255.28027452501496,VALID
0.25,2026-03-02T04:30:00+00:00,VESSEL_HM_03,13.19494293929062,1616.6951050440184,298.8500203475898,303.1669298398004,318.3079504276233,19.45793008003352,308.03141235980877,308.03141235980877,VALID
0.25,2026-03-02T04:35:00+00:00,VESSEL_FE_01,15.873040432350958,2175.399985417706,375.13506831543157,431.0596922927794,437.3655783744404,62.23051005900885,446.6173198075316,446.6173198075316,VALID
0.25,2026-03-02T04:35:00+00:00,VESSEL_FE_02,15.48731875410275,2045.6544930624384,374.5731326405889,408.1382004697003,416.4847788640229,41.91164622343405,418.6161120255588,418.6161120255588,VALID
0.25,2026-03-02T04:35:00+00:00,VESSEL_HM_03,13.401339847056052,1579.1161828834763,293.2713499275418,302.1797880888791,342.48856759564853,49.21721766810674,314.4840925059058,314.4840925059058,NEAR_BOUNDARY
0.25,2026-03-02T04:40:00+00:00,VESSEL_HM_03,13.749690571769152,1761.703188573856,324.16258095073556,331.3032015085299,358.22310462637495,34.06052367563939,339.81833242743977,339.81833242743977,VALID
0.25,2026-03-02T04:40:00+00:00,VESSEL_FE_02,14.268377911912127,1626.7616202218192,321.692148215335,328.2953763214038,342.1623598893068,20.47021167397179,333.41292923989676,333.41292923989676,NEAR_BOUNDARY
0.25,2026-03-02T04:40:00+00:00,VESSEL_FE_01,13.322803342865786,1296.4145329948456,249.69838283787215,264.81686761217975,348.4095570609739,98.71117422310175,289.4946611679552,289.4946611679552,VALID
0.25,2026-03-02T04:45:00+00:00,VESSEL_FE_02,13.207530349166191,1340.6992056059692,260.37784019875136,267.09054507185766,330.1700268735979,69.79218667484656,284.5385917405693,284.5385917405693,VALID
0.25,2026-03-02T04:45:00+00:00,VESSEL_FE_01,14.70373697300726,1734.777795783025,333.19513848772635,343.9350335122618,364.9326342196644,31.737495731938054,351.8694074452463,351.8694074452463,NEAR_BOUNDARY
0.25,2026-03-02T04:45:00+00:00,VESSEL_HM_03,14.35320590296371,1858.92980475748,341.78796308041876,346.94144083725246,368.6104849366999,26.822521856281128,353.64707130132274,353.64707130132274,VALID
0.25,2026-03-02T04:50:00+00:00,VESSEL_HM_03,13.793460555585796,1885.7096844766395,323.8559915542169,349.4118717049946,376.0838490572163,52.22785750299937,362.46883608074444,362.46883608074444,VALID
0.25,2026-03-02T04:50:00+00:00,VESSEL_FE_01,16.183408857468855,2536.9032889111227,398.3161857112139,483.0738849662479,499.2348518246041,100.9186661133902,508.3035514945954,508.3035514945954,NEAR_BOUNDARY
0.25,2026-03-02T04:50:00+00:00,VESSEL_FE_02,15.366080306620162,2042.65624578507,367.05878128060397,405.38546377972074,411.8550448174666,44.796263536862625,416.5845296639364,416.5845296639364,VALID
0.5,2026-03-02T04:20:00+00:00,VESSEL_FE_01,14.659988191551,1975.589686489604,341.08939940067415,394.67451283025173,399.2284961098903,58.13909670921612,423.7440611848598,423.7440611848598,VALID
0.5,2026-03-02T04:20:00+00:00,VESSEL_FE_02,15.982304691111388,2275.905047379911,396.34553275887833,450.9132614177762,462.7436122737152,66.39807951483687,484.1123011751946,484.1123011751946,VALID
0.5,2026-03-02T04:25:00+00:00,VESSEL_HM_03,14.522532500438537,2000.003926972751,342.34989875526145,370.9796111968939,383.4188257611075,41.068927005846035,391.51407469981694,391.51407469981694,NEAR_BOUNDARY
0.5,2026-03-02T04:25:00+00:00,VESSEL_FE_01,13.48008447632299,1286.4622098624698,255.00824172062693,264.87909021831524,342.1623598893068,87.15411816867987,308.45614930265515,308.45614930265515,VALID
0.5,2026-03-02T04:25:00+00:00,VESSEL_FE_02,14.301954269459744,1566.5498360142678,309.0093002143363,317.3166719657867,342.1623598893068,33.15305967497051,333.89320180327195,333.89320180327195,NEAR_BOUNDARY
0.5,2026-03-02T04:30:00+00:00,VESSEL_FE_01,15.895701863559552,2160.254535869103,374.5731326405889,425.9339818066207,435.06980122526,60.49666858467111,456.1823160989562,456.1823160989562,VALID
0.5,2026-03-02T04:30:00+00:00,VESSEL_FE_02,12.439729298946345,1165.5698709594978,222.93226096368633,232.9576841571254,312.22262243524455,89.29036147155821,277.6028648929045,277.6028648929045,VALID
0.5,2026-03-02T04:30:00+00:00,VESSEL_HM_03,13.19494293929062,1616.6951050440184,298.8500203475898,303.1669298398004,318.3079504276233,19.45793008003352,312.89589487981715,312.89589487981715,VALID
0.5,2026-03-02T04:35:00+00:00,VESSEL_FE_01,15.873040432350958,2175.399985417706,375.13506831543157,431.0596922927794,437.3655783744404,62.23051005900885,462.17494732228386,462.17494732228386,VALID
0.5,2026-03-02T04:35:00+00:00,VESSEL_FE_02,15.48731875410275,2045.6544930624384,374.5731326405889,408.1382004697003,416.4847788640229,41.91164622343405,429.09402358141733,429.09402358141733,VALID
0.5,2026-03-02T04:35:00+00:00,VESSEL_HM_03,13.401339847056052,1579.1161828834763,293.2713499275418,302.1797880888791,342.48856759564853,49.21721766810674,326.78839692293246,326.78839692293246,NEAR_BOUNDARY
0.5,2026-03-02T04:40:00+00:00,VESSEL_HM_03,13.749690571769152,1761.703188573856,324.16258095073556,331.3032015085299,358.22310462637495,34.06052367563939,348.3334633463496,348.3334633463496,VALID
0.5,2026-03-02T04:40:00+00:00,VESSEL_FE_02,14.268377911912127,1626.7616202218192,321.692148215335,328.2953763214038,342.1623598893068,20.47021167397179,338.5304821583897,338.5304821583897,NEAR_BOUNDARY
0.5,2026-03-02T04:40:00+00:00,VESSEL_FE_01,13.322803342865786,1296.4145329948456,249.69838283787215,264.81686761217975,348.4095570609739,98.71117422310175,314.17245472373065,314.17245472373065,VALID
0.5,2026-03-02T04:45:00+00:00,VESSEL_FE_02,13.207530349166191,1340.6992056059692,260.37784019875136,267.09054507185766,330.1700268735979,69.79218667484656,301.98663840928094,301.98663840928094,VALID
0.5,2026-03-02T04:45:00+00:00,VESSEL_FE_01,14.70373697300726,1734.777795783025,333.19513848772635,343.9350335122618,364.9326342196644,31.737495731938054,359.80378137823084,359.80378137823084,NEAR_BOUNDARY
0.5,2026-03-02T04:45:00+00:00,VESSEL_HM_03,14.35320590296371,1858.92980475748,341.78796308041876,346.94144083725246,368.6104849366999,26.822521856281128,360.352701765393,360.352701765393,VALID
0.5,2026-03-02T04:50:00+00:00,VESSEL_HM_03,13.793460555585796,1885.7096844766395,323.8559915542169,349.4118717049946,376.0838490572163,52.22785750299937,375.52580045649427,375.52580045649427,VALID
0.5,2026-03-02T04:50:00+00:00,VESSEL_FE_01,16.183408857468855,2536.9032889111227,398.3161857112139,483.0738849662479,499.2348518246041,100.9186661133902,533.533218022943,533.533218022943,NEAR_BOUNDARY
0.5,2026-03-02T04:50:00+00:00,VESSEL_FE_02,15.366080306620162,2042.65624578507,367.05878128060397,405.38546377972074,411.8550448174666,44.796263536862625,427.78359554815205,427.78359554815205,VALID
1.0,2026-03-02T04:20:00+00:00,VESSEL_FE_01,14.659988191551,1975.589686489604,341.08939940067415,394.67451283025173,399.2284961098903,58.13909670921612,452.81360953946785,452.81360953946785,VALID
1.0,2026-03-02T04:20:00+00:00,VESSEL_FE_02,15.982304691111388,2275.905047379911,396.34553275887833,450.9132614177762,462.7436122737152,66.39807951483687,517.3113409326131,517.3113409326131,VALID
1.0,2026-03-02T04:25:00+00:00,VESSEL_HM_03,14.522532500438537,2000.003926972751,342.34989875526145,370.9796111968939,383.4188257611075,41.068927005846035,412.04853820273996,412.04853820273996,NEAR_BOUNDARY
1.0,2026-03-02T04:25:00+00:00,VESSEL_FE_01,13.48008447632299,1286.4622098624698,255.00824172062693,264.87909021831524,342.1623598893068,87.15411816867987,352.0332083869951,352.0332083869951,VALID
1.0,2026-03-02T04:25:00+00:00,VESSEL_FE_02,14.301954269459744,1566.5498360142678,309.0093002143363,317.3166719657867,342.1623598893068,33.15305967497051,350.46973164075723,350.46973164075723,NEAR_BOUNDARY
1.0,2026-03-02T04:30:00+00:00,VESSEL_FE_01,15.895701863559552,2160.254535869103,374.5731326405889,425.9339818066207,435.06980122526,60.49666858467111,486.4306503912918,486.4306503912918,VALID
1.0,2026-03-02T04:30:00+00:00,VESSEL_FE_02,12.439729298946345,1165.5698709594978,222.93226096368633,232.9576841571254,312.22262243524455,89.29036147155821,322.2480456286836,322.2480456286836,VALID
1.0,2026-03-02T04:30:00+00:00,VESSEL_HM_03,13.19494293929062,1616.6951050440184,298.8500203475898,303.1669298398004,318.3079504276233,19.45793008003352,322.6248599198339,322.6248599198339,VALID
1.0,2026-03-02T04:35:00+00:00,VESSEL_FE_01,15.873040432350958,2175.399985417706,375.13506831543157,431.0596922927794,437.3655783744404,62.23051005900885,493.29020235178825,493.29020235178825,VALID
1.0,2026-03-02T04:35:00+00:00,VESSEL_FE_02,15.48731875410275,2045.6544930624384,374.5731326405889,408.1382004697003,416.4847788640229,41.91164622343405,450.0498466931343,450.0498466931343,VALID
1.0,2026-03-02T04:35:00+00:00,VESSEL_HM_03,13.401339847056052,1579.1161828834763,293.2713499275418,302.1797880888791,342.48856759564853,49.21721766810674,351.39700575698583,351.39700575698583,NEAR_BOUNDARY
1.0,2026-03-02T04:40:00+00:00,VESSEL_HM_03,13.749690571769152,1761.703188573856,324.16258095073556,331.3032015085299,358.22310462637495,34.06052367563939,365.3637251841693,365.3637251841693,VALID
1.0,2026-03-02T04:40:00+00:00,VESSEL_FE_02,14.268377911912127,1626.7616202218192,321.692148215335,328.2953763214038,342.1623598893068,20.47021167397179,348.7655879953756,348.7655879953756,NEAR_BOUNDARY
1.0,2026-03-02T04:40:00+00:00,VESSEL_FE_01,13.322803342865786,1296.4145329948456,249.69838283787215,264.81686761217975,348.4095570609739,98.71117422310175,363.5280418352815,363.5280418352815,VALID
1.0,2026-03-02T04:45:00+00:00,VESSEL_FE_02,13.207530349166191,1340.6992056059692,260.37784019875136,267.09054507185766,330.1700268735979,69.79218667484656,336.8827317467042,336.8827317467042,VALID
1.0,2026-03-02T04:45:00+00:00,VESSEL_FE_01,14.70373697300726,1734.777795783025,333.19513848772635,343.9350335122618,364.9326342196644,31.737495731938054,375.67252924419984,375.67252924419984,NEAR_BOUNDARY
1.0,2026-03-02T04:45:00+00:00,VESSEL_HM_03,14.35320590296371,1858.92980475748,341.78796308041876,346.94144083725246,368.6104849366999,26.822521856281128,373.7639626935336,373.7639626935336,VALID
1.0,2026-03-02T04:50:00+00:00,VESSEL_HM_03,13.793460555585796,1885.7096844766395,323.8559915542169,349.4118717049946,376.0838490572163,52.22785750299937,401.639729207994,401.639729207994,VALID
1.0,2026-03-02T04:50:00+00:00,VESSEL_FE_01,16.183408857468855,2536.9032889111227,398.3161857112139,483.0738849662479,499.2348518246041,100.9186661133902,583.9925510796381,583.9925510796381,NEAR_BOUNDARY
1.0,2026-03-02T04:50:00+00:00,VESSEL_FE_02,15.366080306620162,2042.65624578507,367.05878128060397,405.38546377972074,411.8550448174666,44.796263536862625,450.18172731658336,450.18172731658336,VALID
2.0,2026-03-02T04:20:00+00:00,VESSEL_FE_01,14.659988191551,1975.589686489604,341.08939940067415,394.67451283025173,399.2284961098903,58.13909670921612,510.95270624868397,510.95270624868397,VALID
2.0,2026-03-02T04:20:00+00:00,VESSEL_FE_02,15.982304691111388,2275.905047379911,396.34553275887833,450.9132614177762,462.7436122737152,66.39807951483687,583.7094204474499,583.7094204474499,VALID
2.0,2026-03-02T04:25:00+00:00,VESSEL_HM_03,14.522532500438537,2000.003926972751,342.34989875526145,370.9796111968939,383.4188257611075,41.068927005846035,453.117465208586,453.117465208586,NEAR_BOUNDARY
2.0,2026-03-02T04:25:00+00:00,VESSEL_FE_01,13.48008447632299,1286.4622098624698,255.00824172062693,264.87909021831524,342.1623598893068,87.15411816867987,439.187326555675,439.187326555675,VALID
2.0,2026-03-02T04:25:00+00:00,VESSEL_FE_02,14.301954269459744,1566.5498360142678,309.0093002143363,317.3166719657867,342.1623598893068,33.15305967497051,383.62279131572774,383.62279131572774,NEAR_BOUNDARY
2.0,2026-03-02T04:30:00+00:00,VESSEL_FE_01,15.895701863559552,2160.254535869103,374.5731326405889,425.9339818066207,435.06980122526,60.49666858467111,546.9273189759629,546.9273189759629,VALID
2.0,2026-03-02T04:30:00+00:00,VESSEL_FE_02,12.439729298946345,1165.5698709594978,222.93226096368633,232.9576841571254,312.22262243524455,89.29036147155821,411.53840710024184,411.53840710024184,VALID
2.0,2026-03-02T04:30:00+00:00,VESSEL_HM_03,13.19494293929062,1616.6951050440184,298.8500203475898,303.1669298398004,318.3079504276233,19.45793008003352,342.08278999986743,342.08278999986743,VALID
2.0,2026-03-02T04:35:00+00:00,VESSEL_FE_01,15.873040432350958,2175.399985417706,375.13506831543157,431.0596922927794,437.3655783744404,62.23051005900885,555.5207124107972,555.5207124107972,VALID
2.0,2026-03-02T04:35:00+00:00,VESSEL_FE_02,15.48731875410275,2045.6544930624384,374.5731326405889,408.1382004697003,416.4847788640229,41.91164622343405,491.9614929165684,491.9614929165684,VALID
2.0,2026-03-02T04:35:00+00:00,VESSEL_HM_03,13.401339847056052,1579.1161828834763,293.2713499275418,302.1797880888791,342.48856759564853,49.21721766810674,400.6142234250926,400.6142234250926,NEAR_BOUNDARY
2.0,2026-03-02T04:40:00+00:00,VESSEL_HM_03,13.749690571769152,1761.703188573856,324.16258095073556,331.3032015085299,358.22310462637495,34.06052367563939,399.4242488598087,399.4242488598087,VALID
2.0,2026-03-02T04:40:00+00:00,VESSEL_FE_02,14.268377911912127,1626.7616202218192,321.692148215335,328.2953763214038,342.1623598893068,20.47021167397179,369.2357996693474,369.2357996693474,NEAR_BOUNDARY
2.0,2026-03-02T04:40:00+00:00,VESSEL_FE_01,13.322803342865786,1296.4145329948456,249.69838283787215,264.81686761217975,348.4095570609739,98.71117422310175,462.23921605838325,462.23921605838325,VALID
2.0,2026-03-02T04:45:00+00:00,VESSEL_FE_02,13.207530349166191,1340.6992056059692,260.37784019875136,267.09054507185766,330.1700268735979,69.79218667484656,406.6749184215508,406.6749184215508,VALID
2.0,2026-03-02T04:45:00+00:00,VESSEL_FE_01,14.70373697300726,1734.777795783025,333.19513848772635,343.9350335122618,364.9326342196644,31.737495731938054,407.4100249761379,407.4100249761379,NEAR_BOUNDARY
2.0,2026-03-02T04:45:00+00:00,VESSEL_HM_03,14.35320590296371,1858.92980475748,341.78796308041876,346.94144083725246,368.6104849366999,26.822521856281128,400.5864845498147,400.5864845498147,VALID
2.0,2026-03-02T04:50:00+00:00,VESSEL_HM_03,13.793460555585796,1885.7096844766395,323.8559915542169,349.4118717049946,376.0838490572163,52.22785750299937,453.86758671099335,453.86758671099335,VALID
2.0,2026-03-02T04:50:00+00:00,VESSEL_FE_01,16.183408857468855,2536.9032889111227,398.3161857112139,483.0738849662479,499.2348518246041,100.9186661133902,684.9112171930283,684.9112171930283,NEAR_BOUNDARY
2.0,2026-03-02T04:50:00+00:00,VESSEL_FE_02,15.366080306620162,2042.65624578507,367.05878128060397,405.38546377972074,411.8550448174666,44.796263536862625,494.977990853446,494.977990853446,VALID
